,Title,Artist,Link,Genre,Lyrics
28,TIMELINE,VICTON (빅톤),https://www.melon.com/song/detail.htm?songId=30720231,발라드,오랜만에 사진을 봤어행복했던 날들제일 아래 Timeline까지 다사실 지우지 못했어 너와 같이했던너무나도 많은 날들 속네 예쁜 표정은 아직 너무 선명해내 맘을 녹이는 날 부르던 네 목소리어디서 뭘 하든 언제나 나를따라다닐 네 흔적들햇살이 참 밝아 보여서그날처럼 따사로워서사진 속 우리의 모습에너도 아파할 것 같았어 Ay널 절대 내 맘에서 떼지 못해난 아직도 네 주윌 맴도는데통화 버튼에서 손을 떼지 못해떼지 못해 떼지 못해너의 SNS에 비교되는 내 인생They said왜 있을 때 잘하지 그랬니그래 이건 waste of time나 왜 이럴까하루가 빈 거 같아난 또 잔을 채워가Go back 다시 그때로 그땐 행복만잊혀질줄 알았어 근데 너무 선명해괜찮지가 않았어 나는 네가 필요해어디서 뭘 하든 내 맘속에채워지지 않는 네 자리 Oh햇살이 참 밝아 보여서그날처럼 따사로워서사진 속 우리의 모습에너도 아파할 것 같았어 Ay널 절대 내 맘에서 떼지 못해난 아직도 네 주윌 맴도는데통화 버튼에서 손을 떼지 못해떼지 못해 떼지 못해돌아와 줘 넌 듣지 못하겠지만내 맘 같진 않겠지만 love돌아와 줘 돌아와 줘지나간 날의 너도지금 내가 기억하는 너도아직 밝은데 왜 우리 둘 사이는캄캄한 건데두 두 번 다신 네 소식들에I don't follow that 쉿 nah mean깨져버린 폰 속에갇혀 있어 Right here햇살이 참 밝아 보여서그날처럼 따사로워서사진 속 우리의 모습에너도 아파할 것 같았어 Ay널 절대 내 맘에서 떼지 못해난 아직도 네 주윌 맴도는데통화 버튼에서 손을 떼지 못해떼지 못해 떼지 못해햇살이 참 밝아 보여서그날처럼 따사로워서사진 속 우리의 모습에너도 아파할 것 같았어오랜만에 사진을 봤어행복했던 날들제일 아래 Timeline까지 다
29,말도 안돼,VICTON (빅톤),https://www.melon.com/song/detail.htm?songId=30594069,댄스,STEADY이건 말도 안돼 Oh 이건 말도 안돼네가 날보고 좋다고 하는 게 Oh Yeah진짜 이건 말도 안돼 이건 말도 안돼네가 날보고 좋다는 게난 믿기지가 않네 Baby다시 한번 생각해도 이건 말도 안돼네가 날 보러 왔다는 게또 진짜 말도 안돼 Baby우우우우 우우우우 우우Oh Yeah우우우우 우우우 우우EH 이건 말도 안돼누가 봐도 콧대 높게 보이던 너인데아무나 막 다가갈 수도 없던 너인데Yeah Yeah 말도 안되니깐 안 봐 너와의 궁합내 몸과는 달리 내 맘은 마중 가눈치껏 힐끔 보는 난데아무렇지 않게 보는 넌 뭔데Oh 네가 네가 네가 네가 여기 나타날 때수 많은 사람들 틈에서 눈이 마주칠 때진짜 이건 말도 안돼 이건 말도 안돼네가 날보고 좋다는 게난 믿기지가 않네 Baby다시 한번 생각해도 이건 말도 안돼네가 날 보러 왔다는 게또 진짜 말도 안돼 Baby우우우우 우우우우 우우이건 말도 안돼우우우우 우우우 우우이건 말도 안돼지금 상황이 이상한 것 같아 Already아직까지도 나 적응 안된 거 같아 You ready네 목소리의 Decibel좋아 오늘부터 1일이니까 Celebrate the day난 네 생각을 매일 해 BabeRelaxed calm and laid backGirl 네 목소리의 데시벨너무 좋아 오늘을 Celebrate Yeah볼 때마다 넌 볼매야 에헤라데야 oleOh 네가 네가 네가 네가 내게 다가올 때저 멀리 걸어오는 너와 눈이 마주칠 때 EYEZ진짜 이건 말도 안돼 이건 말도 안돼네가 날보고 좋다는 게난 믿기지가 않네 Baby다시 한번 생각해도 이건 말도 안돼네가 날 보러 왔다는 게또 진짜 말도 안돼 BabyEH 심장이 터지게 자꾸 두근대네너와 내가 같이 있을 때 Yeah믿을 수가 없네 두 번 말해 뭐해너도 나와 똑같다는 게이건 말도 안돼 No Way꿈은 아닌 건데 All Day내가 좋다는데 너도 좋다는 게 Singing야이야이야아아이건 말도 안돼 No Way우린 대체 뭔데 뭔데내가 좋다는데 너도 좋다는 게 Singing야이야이야이야 Baby우우우우 우우우우 우우이건 말도 안돼우우우우 우우우 우우EH 이건 말도 안돼말도 안돼
30,얼타,VICTON (빅톤),https://www.melon.com/song/detail.htm?songId=30281202,댄스,왜 또 얼타 얼타 얼타왜 이래 왜 이래 왜 이래 Uh나 자꾸만 얼타 왜 이런 걸까오늘따라 내가 왜 이런 걸까이유는 네가 너무 예뻐서이유는 네가 너무 예뻐서왜 그렇게 얼타냐고 물어봐도답을 못하는 이유는 뭘까왜냐면 네가 너무 쩔어서왜냐면 네가 너무 쩔어 쩔어서 Baby오늘의 문제네가 딱 붙는 거 입고등장하는 순간 심장 두근눈을 어디다 둘까고민하는 그 순간너의 미소 한방에난 죽음 죽음한발 빼려고 하면두발 들어오는 걸이런 널 어떻게 해자꾸 숨 가쁘게 두드리는데오늘 넌 오늘 넌 오늘 넌과감하니까나 자꾸만 얼타 왜 이런 걸까오늘따라 내가 왜 이런 걸까이유는 네가 너무 예뻐서이유는 네가 너무 예뻐서왜 그렇게 얼타냐고 물어봐도답을 못하는 이유는 뭘까왜냐면 네가 너무 쩔어서왜냐면 네가 너무 쩔어 쩔어서 Baby멍 때려 멍 때려 왜 내가멍 때려 멍 때려 널 보면벙 찌고 벙 찌고만 있어오늘의 문제너 때문에 내가매일 밤 매일 밤마다아무렇지 않은 척아무것도 아닌 척 해봐도잠은 오지를 않고자꾸 너만 오는데이런 널 어떻게 해숨 막히게 들어오는데오늘도 오늘도 오늘도얼 타는데나 자꾸만 얼타 왜 이런 걸까오늘따라 내가 왜 이런 걸까이유는 네가 너무 예뻐서이유는 네가 너무 예뻐서왜 그렇게 얼타냐고 물어봐도답을 못하는 이유는 뭘까왜냐면 네가 너무 쩔어서왜냐면 네가 너무 쩔어 쩔어서 BabyYeah right이렇게 너무 쩔어주게 예쁘면내가 막 얼타 얼타근데 내가 너무 얼빠지게얼타는 사이딴 늑대들은 뭘 봐 뭘 봐EY Bay I wanna너와 나의 콜라보난 너의 순애보대체 왜 내 맘을 몰라줘자꾸 다가오면서 왜 또한발 두발 세발 네가왜 또 멍 때려 멍 때려 왜 내가멍 때려 멍 때려 널 보면벙 찌고 벙 찌고만 있어난 어이 어이없어멍 때려 멍 때려 왜 내가정신 없어 정신 없어서 나얼타고 얼타고만 있어왜 그렇게 얼타냐고 물어봐도답을 못하는 이유는 뭘까왜냐면 네가 너무 쩔어서왜냐면 네가 너무 쩔어 쩔어서 Baby나 또 얼타 얼타 얼타난 어이 어이없어
31,아무렇지 않은 척,VICTON (빅톤),https://www.melon.com/song/detail.htm?songId=30083955,댄스,아무렇지 않은 척 아무것도 아닌 척너만 보면 자연스레 난 척 척하게 돼아무렇지 않은 척 삐쳐도 안 삐진 척네 앞에선 나도 몰래 난 척 척 척하게 돼밥 한 끼를 해도 내가 먹는 건 눈칫밥손잡으려 해도 넌 내밀어 오리발이쁘면 다냐 그래 다겠지 아 몰라나 진짜 삐쳤으니까 삐쳤냐고 묻지 마Oh My god 속 탄다제발 누가 좀 불러줘 소방관미안 내 주제에 너무 말이 많아근데 역시 난 아무렇지 않지 않아그게 아니야나 괜찮은 척 참고 있지만그게 아니야나 웃는 게 웃는 것 같지만사실 아니야담아뒀던 말이 참 많지만속 좁아 보일까 봐서에이씨 아무렇지 않은 척 아무것도 아닌 척너만 보면 자연스레 난 척 척하게 돼아무렇지 않은 척 삐쳐도 안 삐진 척네 앞에선 나도 몰래 난 척 척 척하게 돼척 널 만날 땐 습관처럼척 하기 힘들 땐 처음처럼난 너만 보는 바보가끔은 무너지는 너만 보겠다는 각오사실 미소 뒤엔 답답하고 속상해사랑엔 공식이 없어 매일 똑같아혹시 이런 남자 내가 처음이니주말 길거리보다 내 머리가 복잡해그게 아니야한없이 받아 줄 것 같지만그게 아니야저 별도 따다 줄 것 같지만사실 아니야쌓아둔 게 나도 참 많지만쪼잔해 보일까 봐서안 하는 게 낫겠다 아무렇지 않은 척 아무것도 아닌 척너만 보면 자연스레 난 척 척하게 돼아무렇지 않은 척 삐쳐도 안 삐진 척네 앞에선 나도 몰래 난 척 척 척하게 돼이번엔 이번엔 진짜 안되겠네오늘은 오늘은 진짜 안되겠네Woo 지금까진 귀여웠지만오늘 나랑 얘기 좀 해야겠어 넌이건 아니야그냥 그렇다고척 척 네 앞에 서면척 척 쉴 틈 없이또 또 정색하는척 척 쟁이척 척 네 앞에 서면척 척 쉴 틈 없이또 또 이불 킥하는척 척 쟁이아무렇지 않은 척 아무것도 아닌 척너만 보면 자연스레 난 척 척하게 돼아무렇지 않은 척 삐쳐도 안 삐진 척네 앞에선 나도 몰래 난 척 척 척하게 돼
32,양화대교,Zion.T,https://www.melon.com/song/detail.htm?songId=5389475,R&B;/Soul,우리 집에는 매일 나 홀로 있었지아버지는 택시드라이버어디냐고 여쭤보면 항상 양화대교아침이면 머리맡에 놓인 별사탕에 라면땅에새벽마다 퇴근하신 아버지 주머니를 기다리던어린 날의 나를 기억하네엄마 아빠 두 누나나는 막둥이 귀염둥이그 날의 나를 기억하네 기억하네 행복하자 우리 행복하자 아프지 말고 아프지 말고행복하자 행복하자아프지 말고 그래 그래내가 돈을 버네 돈을 다 버네엄마 백원만 했었는데우리 엄마 아빠 또 강아지도이젠 나를 바라보네전화가 오네 내 어머니네뚜루루루 아들 잘 지내니어디냐고 물어보는 말에 나 양화대교 양화대교엄마 행복하자아프지 말고 좀 아프지 말고행복하자 행복하자아프지 말고 그래 그래그 때는 나 어릴 때는아무것도 몰랐네그 다리 위를 건너가는 기분을어디시냐고 어디냐고여쭤보면 아버지는 항상양화대교 양화대교이제 나는 서있네 그 다리 위에행복하자 우리 행복하자 아프지 말고 아프지 말고행복하자 행복하자아프지 말고 그래행복하자 행복하자아프지 말고 아프지 말고행복하자 행복하자아프지 말고 그래 그래
33,Oasis (Feat. ZICO),Crush,https://www.melon.com/song/detail.htm?songId=5771304,R&B;/Soul,난 널 you 목말라해 너무 더워 물이 필요해 Hot in here난 웅덩이 깊이 파인 곳을 찾아 다녀달콤하게 날 더 바라봐줘 넌 훌륭해 이 메마른 땅을 정글로 만들고 난 모험하고 또 탐험You know how we do it we just do itAll you ladies hands in the air All my ladies hands up in the air 그녀는 그녀는 날 미치게 해 그녀는 날 숨쉬게 해 YeahO A She's mine O A She's mine O A She's mine Yeah She's mine All you ladies hands in the air All my ladies hands up in the air 그녀는 그녀는 날 미치게 해 그녀는 날 숨쉬게 해 Get closer to my body 천국에다가 데려다 줄게 body to body넌 낮이 밤이 될 때까지 waterfall 그 속에서 난 헤엄치고 싶어You know how we do it we just do it All you ladies hands in the air All my ladies hands up in the air 그녀는 그녀는 날 미치게 해 그녀는 날 숨쉬게 해 YeahO A She's mine O A She's mine O A She's mine Yeah She's mine All you ladies hands in the air All my ladies hands up in the air 그녀는 그녀는 날 미치게 해 그녀는 날 숨쉬게 해 넌 남자들 욕망에 갈증 나게 하면서 어째서 주위 여자들은 물 맥여때마침 넌 제대로 된 상대를 만났어 난 태연하게 제안하지 술 대결결관 KO 고양이한테 생선을 맡긴 거야 늘 첫 경험하는 자세 앞뒤를 몰라감탄사대신 엄지 척 다리 사이로 난 광주출신 아니지만 전라도 환영넌 겨울 해 밤도 안됐는데 자꾸만 지려해 baby oh 쪽쪽 물고 뜯고 맛보고 즐겨 악 질러대하고 싶죠 하고 있는데도 하고 싶을 거야그럴 땐 이걸 꺼내먹어 You Know What지구부터 달까지 로켓을 쏘아 All you ladies hands in the air All my ladies hands up in the air 그녀는 그녀는 날 미치게 해 그녀는O A She's mine O A She's mine O A She's mine
34,또 운다 또,다비치,https://www.melon.com/song/detail.htm?songId=5555751,발라드,또 운다 또 울지 말라니까내 말 좀 들어라 터진 눈물아약한 마음아 상처 난 가슴아나는 정말 울기 싫단다또 운다 또 울지 말라니까제발 그 앞에서 울지마무슨 말만 하면 울잖아 헤어지잔 말 한 마디에아무 말도 못하면서사랑한다고 사랑한다고말도 못하면서뚝 그만 울라니까가 제발 가 오지 말라니까내 말 좀 들어라 나쁜 이별아하고 싶은 말 얼마나 많은데나는 아직 사랑하는데가 제발 가 그는 남겨두고제발 그 앞에서 울지마무슨 말만 하면 울잖아헤어지잔 말 한 마디에아무 말도 못하면서사랑한다고 사랑한다고말도 못하면서뚝 그만 울라니까눈물 뒤로 사랑이 숨어서그가 날 못 보잖아그만 그만 하라니까제발 그 앞에서 울지마제발 그만 울고 붙잡아그를 이별에 뺏기지마마음속에 갇힌 그 말을밖으로 꺼내란 말이야사랑한다고 말하란 말이야지금이 아니면제발 그만해 눈물아
35,너에게,다비치,https://www.melon.com/song/detail.htm?songId=5555753,발라드,아직 그대로일까내가 사랑한 그대는날 바라보던 눈이날 감싸던 손이 아직 날 기억해줄까미련 하나 남지 않을 냉정했던 내 모습사랑해 사랑해 널끝내 지키지 못한 말오랜 시간 널 사랑했어그만큼 많이 지쳐있었던 나그 때로 다시 돌아간대도우린 아마 같을 거야미안해하던 내 마음도기다린다던 네 모습도선명해 위태롭던 우리가결국 시들어버렸던 그날우연히 널 보게 된 날머뭇거리던 네 모습미안해 미안해 난속으로 되뇌이던 말오랜 시간 널 사랑했어그만큼 많이 지쳐있었던 나그 때로 다시 돌아간대도우린 아마 같을 거야미안해하던 내 마음도기다린다던 네 모습도선명해 위태롭던 우리가결국 시들어버렸던그날 나를 보며 가지 말라고말하던 네 눈빛을맘으로 전해지던네 두 손을 난 기억해지금의 우리라면 달라질 수 있었을까미안하다는 말 대신에기다려달란 말 했다면꽃처럼 아름다운 그때가이렇게 시들진 않았을까그렇게 끝나진 않았을까
36,환청 (Feat. 나쑈 (NaShow)),장재인,https://www.melon.com/song/detail.htm?songId=5545022,"발라드, 랩/힙합, 국내드라마",내 안에 숨은 것들이 말이야날 참 많이 변하게 했잖아날 잠재우고 두 손 묶고선어두운 방에 가둬 놨잖아잃어버린 시간의 조각들내가 버린 사랑의 기억들삭제되고 버려진 체껍데기만 남았잖아아무것도 모른 체난 그저 소리쳤고그저 그 기억뿐이지얼음처럼 차가웠던 내 마음도자고 나면 잊혀 지겠지벗어나고 싶어날 옥 죄는 고통에서누가 나를 꺼내 줘 이 상처로 가득한 내 영혼 속에서깊게 물들인 밤하늘은떠나지 못한 너의 모습이잠든 나를 깨우고 나서다시 입을 맞추고사랑해 속삭이던네 목소리가 너의 향기가매일 귓가에 들려온다넌 어디 있는데넌 볼 수 없는 곳에 감췄고날 대신해서 받는 고통내 분노가 하나 되면깊게 잠들어잃어버린 기억을 쫓고너 아닌 진짜 날 찾고 싶어도내 가슴에 든 멍이 너무도 커감춰봐도 내 안에 숨어있던놈들이 나타나 잠을 깨워끔찍했던 내 기억 저편에서널 마주했었고잃어버린 감정까지 감싸주며널브러진 날 일으켜 줬어꼭 잡은 손 놓지 않으려악몽의 시간 깨끗이 지우려안간힘 쓰고 있어내가 날 가둬둔 이곳에서어둠을 걷어너를 찾고 싶은데널 만질 수도안길 수도 없는데날 지배하는 건내 안에 살고 있는그런 놈들이 아냐날 치유하는 건 독한 약이 아냐단지 사랑 두 글자귓가에 들리는 목소린잃어버린 나를 깨우고몸을 감싸고 입을 맞추고 난 뒤사라지고 더는 볼 수 없잖아깊게 물들인 밤하늘은떠나지 못한 너의 모습이잠든 나를 깨우고 나서다시 입을 맞추고사랑해 속삭이던네 목소리가 너의 향기가매일 귓가에 들려온다넌 어디 있는데닿을 수 없는 밤하늘엔뒤돌아서는 너의 모습이지친 날 이렇게 벗어나그림처럼 만든다미안해 널 붙잡고멀어지지 마 애타게 불러다시 보이지 않는 슬픔에또 눈물만 흘러
37,큰새,혁오 (HYUKOH),https://www.melon.com/song/detail.htm?songId=5713423,"인디음악, 록/메탈",기억의 기억을 훑어야 해꽉 잡은 밤하늘을 돌봐야 해늘 검은 천장으로 여겼더니달은 열심히 떠올라보름달을 보여주네반복의 반복을 더해야해아쉬워라 말하진 않을 거야아 이렇게 지내다 옆을 보니이젠 다 크고 살기 바뻐어른 놀이를 하네쉬어도 쉴 틈은 없어야 해 오늘도 무사히 잘 넘겨야 해언젠가는 나도 버려질 거야결국 이러면 우리는아무 것도 아닌 사람
38,"아끼지마 (Don`t Be Shy) (Feat. 초아 (AOA), 아이언)",프라이머리,https://www.melon.com/song/detail.htm?songId=5793206,R&B;/Soul,기분 좋은 밤 술 기운이 올라빨개지는 볼 넌 내 맘 몰라비틀대는 몸 치마속 보일라날 놓지 말고 잡아줘살짝 닿은 손에 어쩔 줄 몰라어색해진 말투 서로 쳐다본 다음웃음만 짓네 아직 잘 몰라혼자만 그런 건 아닌듯해내 눈을 보며넌 상상만 하고 있어 baby맘 편히 날 바라보고넌 맞은편에서 누워새벽을 헤엄쳐don’t be shy다가와 너무 고민 하지마또 망설이지마우리의 내일은 더는 없어don’t be shy다가와 너무 고민 하지마오늘은 잡아줘우리의 내일은 더는 없어아슬 아슬한 line넘을까 말까달아올라 날 들었다 놨다내 맘 보일까 들킬까 겁나넌 모르는 척 안아 줘너의 뻔한 story넌 벌써 온갖 생각을 해 sorrybut 내 맘도 같아다가와줘 boy박력 있게 더 졸라 몰라난 모르는 척 져 줄게내 눈을 보며넌 상상만하고 있어 baby맘 편히 날 바라보고넌 맞은편에서 누워새벽을 헤엄쳐don’t be shy다가와 너무 고민 하지마또 망설이지마우리의 내일은 더는 없어don’t be shy다가와 너무 고민 하지마오늘은 잡아줘우리의 내일은 더는 없어왠지 넌 다 아는 듯해내가 뭘 원하는지에 대해말 안 해도 잘 알아먹는 여자나는 그런 여자가 좋더라하얀 도화지 바디 그 위내 물감을 짜지이 밤이 지나기까지빚을래 너라는 자기상상은 여기까지let us get down for this party아 물론 대남협같이 다 여긴 지금 하와이don’t be shy다가와 너무 고민 하지마또 망설이지마우리의 내일은 더는 없어don’t be shy다가와 너무 고민 하지마오늘은 잡아줘우리의 내일은 더는 없어
39,나였으면,나윤권,https://www.melon.com/song/detail.htm?songId=538118,발라드,늘 바라만 보네요하루가 지나가고 또 하루가 지나도그대 숨소리 그대 웃음소리아직도 나를 흔들죠또 눈물이 흐르죠아픈 내 맘 모른채 그댄 웃고 있네요바보같은 나 철없는 못난 나를한번쯤 그대 돌아봐 줄 수 없는지알고있죠 내 바램들을그대에겐 아무런 의미없단 걸나였으면 그대 사랑하는 사람나였으면 수없이 많은 날을 나 기도해왔죠푸르른 나무처럼 말없이 빛난 별처럼또 바라만 보고있는 나를 그댄 알고 있나요늘 나 오늘까지만혼자 연습해왔던 사랑의 고백들도슬픈 뒷모습 그저 오늘까지만이런 내맘을 모른채 살아 갈테죠기다림이 잊혀짐보다쉽다는걸 슬프게 잘 알고 있죠나였으면 그대 사랑하는 사람나였으면 수없이 많은 날을 나 기도해왔죠푸르른 나무처럼 말없이 빛난 별처럼또 바라만 보고있는 나를 그댄 알고 있나요묻고싶죠 그댄 잘 지내는 가요함께하는 그 사람이 그대에게 잘해주나요바보같은 걱정도 부질없단걸 알지만눈물없이 꼭 한번은 말하고 싶었죠사랑한다고
40,친구라도 될 걸 그랬어,거미,https://www.melon.com/song/detail.htm?songId=418598,R&B;/Soul,벌써 넌 내가 편하니 웃으며 인사 할 만큼 까맣게 나를 잊었니 네 곁에 있는 사람 소개할만큼 견디긴 너무 힘든데 자꾸만 울고 싶은데 내 옆이 아닌 자리에 너를 보고 있는게 왜 그게 행복한걸까 친구라도 될 걸 그랬어 모두 다 잊고서 다른 사람 만나는 널 보아도 슬프지 않게 그저 바라보고 있었어 한참동안 네 옆에 그 사람까지도 잠시라도 더 보려고 다시 혹시라도 널 보게되면 그땐 모르는 척 해볼게 웃어도 볼게 지금의 너처럼 눈 감지 말고 보낼 걸 가는 널 꼭 지켜볼 걸 차가운 너의 걸음에 마지막 내 눈물도 묻혀서 보내버릴 걸 너무 모진 너의 모습이 미워져버렸어 다른 사람 만나는 널 보아도 슬프지 않게 그저 바라보고 있었어 한참동안 네 옆에 그 사람까지도 잠시라도 더 보려고 다시 혹시라도 널 보게되면 그땐 모르는 척 해볼게 웃어도 볼게 지금의 너처럼 차라리 잘된 것 같아 다시 널 또 한번 미워할 수 있을테니 혹시 아직 너도 나처럼 편해지지 못하고 아파만 하는 거니 애써 너도 참는거니 혹시 네가 다시 돌아올까봐 나의 곁은 아직 그대로 비워져 있어 너의 자리라서 -
41,선곡표 (Feat. DJ Zio),에픽하이 (EPIK HIGH),https://www.melon.com/song/detail.htm?songId=1556549,랩/힙합,STAY 이 밤이 깊어가지만부디 안녕이라고 말하지마그댄 어떤가요이밤에 끝을 잡고 싶은데그건 절대 안돼나요난 그대 원하고 원망하죠이별 택시를 타고어서 아디오 잘가요let me say goodbye거리에서 혼자 남은 한 남자사랑한단 말 그 거짓말에한숨만 늘어가네다신 사랑안해남자답게 이젠 널 지우려해다시 마주치지말자 난 행복해근데 사랑은 향기를 남기고가벌써 그녀가 너무 보고 싶다정말 사랑했나봐그래 너의 뒤에서 후회한다친구라도 될껄 그랬어사랑하긴 했던걸까장난이었던건 아닐까우리가 노래하던 이별 얘기들이가사처럼 기억도 잊혀져갔다다시 사랑한다 말할까사랑할수록 멀어져간 사람아아무리 생각해도난 너를 사랑해 그리고 생각해너를 위해 천일동안이별이 오지못하게내 눈물 모아 살다가사랑하는 왜내 남은 사랑을 위해벌써 일년 사랑하기 때문에아름다운 이별그대만 있다면 행복한 나를다 줄거야 사랑은 아름다운 날들사랑했잖아 뭐를 잘못한거니너의 집 앞에서 발걸음 덩그러니바람이 분다 전부 너였다한장의 추억 사진을 보다가기억속으로 가만히 눈을 감고어제처럼 또 한번 사랑은 가고기억에서 멀어진너의 모습을 찾을수 있었지널 잊을수 없어날 보낼수 없어이렇게도 사랑하긴 했던걸까장난이었던건 아닐까니가 노래하던 이별 얘기들이가사처럼 기억도 잊혀져갔다사랑하긴 했던걸까장난이었던건 아닐까니가 노래하던 이별 얘기들이가사처럼 기억도 잊혀져갔다요즘엔 들을만할 노래가 없어마음속에 담을만한 가사가 없어그대가 떠났기 때문에세상이 변했기 때문에요즘엔 들을만한 노래가 없어마음속에 담을만한 가사가 없어그대가 떠났기 때문에세상이 변했기 때문에 
42,늦은후회,보보,https://www.melon.com/song/detail.htm?songId=1764613,발라드,얼마나 한참을 서있었는지멀리 너의 모습 보면서그 모습 사라질때까지너의 발걸음은움직일 수조차 없었지내가 어떤 사랑 받았었는지내가 어떤 아픔 줬는지이제야 널 보낸 후에야돌아선 후에야다시 후회하고 있잖아떠나간 다른 사람때문에비틀거리던 나를힘들게 지켜주던 널바라보지 않았지그렇게 사랑이 온지 몰랐어기대여 울기만 했잖아그런 내 눈물이너의 가슴으로 흘러아파하는 널 나는 밀어냈었지사랑은 떠난 후에야 아는지곁에 두고서 헤맨건지이제야 알겠어너에게 기대여 울던그 순간들이가장 행복했었던 나를내가 어떤 사랑 받았었는지내가 어떤 아픔 줬는지이제야 널 보낸 후에야돌아선 후에야다시 후회하고 있잖아떠나간 다른 사람때문에비틀거리던 나를힘들게 지켜주던 널바라보지 않았지그렇게 사랑이 온지 몰랐어기대여 울기만 했잖아그런 내 눈물이너의 가슴으로 흘러아파하는 널 나는 밀어냈었지사랑은 떠난 후에야 아는지곁에 두고서 헤맨건지이제야 알겠어너에게 기대여 울던그 순간들이가장 행복했었던 나를
43,Apple (Feat. 박재범),가인,https://www.melon.com/song/detail.htm?songId=5622359,댄스,하지 말라고 말하니까 하고 싶다 Yummy 갖지 말라고 말하니까 갖고 싶다 Hol' up mommy u needa relax Go slow girl u movin' too fast 여기서 이러면 안돼 그러다가 큰일 나면 어째 잘못하면 우리 둘 다 벌 받아 한 입 할까 말까 우 참자 한 입만 어때 아무 일도 없을 거야 그치 혼나면 어때 너도 지금 원하잖아 Ooh Uh Don't don't don't don't don't Don't don't don't don't Ooh Uh Don't don't don't don't don't Do do do do 그래 맞아 Girl Yeah 나도 원해 더 이상은 부정할 수는 없어 힘들어도 나는 계속 아닌 척 해 근데 거의 불가능해졌어 나도 정말 그러고 싶어 Girl But I'm really thinking that we shouldn't girl Until it's just two of us There won't be any reason to hide 좋은 데로 가자 단둘이만 있으면 그때는 내가 변신하니까   문을 잠그고 제대로 보여줄게 Girl 그때는 헐크처럼 힘을 쓸게 Girl 말할 땐 못된 내 입술이 Tasty Bite me Yummy 지금 나 어때 대답해 줘 Want me Love me Ooh Uh Don't don't don't don't don't Don't don't don't don't Ooh Uh Don't don't don't don't don't Do do do do 우린 손을 잡고 넘지 못할 선을 밟고 Boy 이리 저리 춤을 추고 있어 넌 이제 처음처럼 나를 보질 못하지 이젠 나랑 떨어질 수 없어 말할 땐 못된 내 입술이 Tasty Bite me Yummy 지금 나 어때 대답해 줘 Want me Love me Ooh UhDon't don't don't don't don'tDon't don't don't don'tOoh UhDon't don't don't don't don'tDo do do do
44,어쩌라고 (So What),빈지노 (Beenzino),https://www.melon.com/song/detail.htm?songId=5622398,랩/힙합,-
45,잊는다는 게,윤현상,https://www.melon.com/song/detail.htm?songId=5622592,발라드,잊는다는 게 참 그래요사랑하다가 이별하게 되면그때서야 못해줬던 게 생각이 나요꼭 어제 일처럼 추억이란 게 참 그래요분명 내 맘속엔 아직 남아있는데 지나가면 없었던 일로해버리는 게 속 편할 때가 있겠죠잊는다는 게 왜 이리 힘들죠함께했었던 그 시간 때문일까요새로운 사람을 만나서 행복해지면 되는간단한 일인데 왜 그리 어렵죠 잊는다는 게이별이란 게 참 그래요지키지 못한 약속들이 전부 내게거짓말이 돼 버린단 게 내가 이기적인 게 돼버리니까잊는다는 게 왜 이리 힘들죠함께했었던 그 시간 때문일까요새로운 사람을 만나서 행복해지면 되는간단한 일인데 왜 그리 어렵죠 잊는다는 게지금 생각나는 모든 것들이어쩌면 다시는 또 오지 못할기억에 묻힌 날들 행복했었던 날들이젠 잊어야겠지 모두 잊어야겠지가끔 생각이 날 때가 있겠죠그댈 만나서 그 동안 행복했어요새로운 사람을 만나도 그댄 잊지 말아요이제는 끝인 게 왜 그리 어렵죠 왜 그리 힘들죠 잊는다는 게
46,오래된 노래,스탠딩 에그,https://www.melon.com/song/detail.htm?songId=3894276,"인디음악, 포크/블루스",오래 전에 함께 듣던 노래가발걸음을 다시 멈춰서게 해이 거리에서너를 느낄 수 있어널 이 곳에서꼭 다시 만날 것 같아너 일까봐 한번더 바라보고너 일까봐 자꾸 돌아보게 돼어디선가 같은 노래를 듣고날 생각하며너 역시 멈춰있을까오래 전에 함께 듣던 노래가거리에서 내게우연히 들려온 것처럼 살아가다 한번쯤우연히 만날 것 같아사랑했던 그 모습 그대로내 사랑이그대로인 것처럼발걸음이 여길 찾는 것처럼꼭 만날꺼야지금 이 노래처럼날 사랑하는 네 맘도같을테니까오래 전에 함께 듣던 노래가거리에서 내게우연히 들려온 것처럼살아가다 한번쯤우연히 만날 것 같아사랑했던 그 모습 그대로운명처럼 아니면 우연처럼우리가 다시 예전처럼만날 수 있다면너에게 나 해주고 싶은말이 하나 있어널 다시는 놓치지 않을게 오래 전에 함께 듣던 노래가거리에서 내게우연히 들려온 것처럼살아가다 한번쯤우연히 만날 것 같아사랑했던 그 모습 그대로
